Ticker,Date,Revenue,OperatingProfit,EBITDA,NetIncome,TotalAssets,CommonEquity,EPS,OperatingCashFlow,CapEx,GrossMargin,OperatingMargin,NetMargin,ROE_TTM,ROA_TTM,CurrentRatio,DebtToEquity,MarketCap,RevenueGrowthQoQ,RevenueGrowthYoY,EPSGrowthYoY,NetIncomeGrowthYoY,StockReturnQoQ,LogAssets,FreeCashFlow
AAPL,2024-12-28,124300.0,42832.0,45912.0,36330.0,344085.0,66758.0,2.4,29935.0,2940.0,46.88,34.46,29.23,151.07,30.5,0.92,145.0,3863453.2,30.938586326767094,3.951494877691819,10.091743119266038,7.117584620827921,11.552479167737228,12.748643998856338,26995.0
AAPL,2025-03-29,95359.0,29589.0,32250.0,24780.0,331233.0,66796.0,1.65,23952.0,3071.0,47.05,31.03,25.99,152.55,32.17,0.82,146.99,3273309.71,-23.283185840707965,5.075314314678292,7.843137254901955,4.840074462684041,-15.275026238185053,12.710577334210898,20881.0
AAPL,2025-06-28,94036.0,28203.0,31033.0,23434.0,331495.0,65830.0,1.57,27867.0,3462.0,46.49,29.99,24.92,165.27,33.03,0.87,154.49,3003295.89,-1.387388710032611,9.628455180293095,12.142857142857144,9.259604625139882,-8.248954236597427,12.711368005538047,24405.0
AAPL,2025-09-27,102466.0,32427.0,35554.0,26980.0,359241.0,73733.0,1.82,29728.0,3242.0,47.18,31.65,26.33,170.68,30.8,0.89,133.8,3791126.03,8.964651835467263,7.938480985989682,10.97560975609757,7.997758386037956,26.232185201039226,12.791748751435394,26486.0
AAPL,2025-12-27,143756.0,50852.0,54066.0,42097.0,379297.0,88190.0,2.84,53925.0,2373.0,48.16,35.37,29.28,151.39,32.43,0.97,102.63,4039854.91,40.29629340464154,15.652453740949323,18.333333333333336,15.873933388384254,6.5608180269332905,12.846074818339094,51552.0
AMD,2021-12-25,4826.0,1203.0,1321.0,974.0,12419.0,7497.0,0.8,822.0,86.0,50.27,24.93,20.18,47.43,29.58,2.02,4.18,176480.19,,,,,,9.426982836948033,736.0
AMD,2022-03-26,5887.0,1076.0,1704.0,786.0,66915.0,55333.0,0.56,995.0,71.0,42.89,18.28,13.35,10.98,8.82,2.4,3.23,193884.29,21.985080812266887,,,,9.861786753516078,11.111178436230475,924.0
AMD,2022-06-25,6550.0,661.0,1862.0,447.0,67502.0,55169.0,0.27,1038.0,132.0,36.82,10.09,6.82,10.06,8.01,2.44,5.03,141113.83,11.262102938678442,,,,-27.217501737763293,11.119912506051302,906.0
AMD,2022-09-24,5565.0,-21.0,1144.0,66.0,67811.0,54542.0,0.04,965.0,123.0,31.7,-0.38,1.19,7.37,5.76,2.16,4.52,109709.25,-15.038167938931302,,,,-22.254785374332187,11.1244797026566,842.0
AMD,2022-12-31,5599.0,-102.0,1118.0,21.0,,,0.01,567.0,124.0,32.18,-1.82,0.38,4.24,3.3,,,104512.93,0.610961365678353,16.017405719021973,-98.75,-97.84394250513347,-4.736446562163177,,443.0
AMD,2023-04-01,5353.0,-44.0,962.0,-139.0,67634.0,54694.0,-0.09,486.0,158.0,34.39,-0.82,-2.6,0.72,0.59,2.38,4.51,157737.92,-4.393641721736019,-9.070834041107522,-116.07142857142856,-117.68447837150127,50.9267035188852,11.121866094169665,328.0
AMD,2023-07-01,5359.0,6.0,855.0,27.0,67967.0,55136.0,0.02,379.0,125.0,36.61,0.11,0.5,-0.05,-0.04,2.18,4.47,183436.32,0.11208668036615244,-18.18320610687023,-92.5925925925926,-93.95973154362416,16.291833948361933,11.126777572247295,254.0
AMD,2023-09-30,5800.0,253.0,1076.0,299.0,67626.0,54970.0,0.18,421.0,124.0,39.6,4.36,5.16,0.38,0.31,2.19,4.49,166123.33,8.22914722896062,4.222821203953275,350.0,353.030303030303,-9.438147254589502,11.121747803470134,297.0
AMD,2023-12-30,6168.0,410.0,1209.0,667.0,67885.0,55892.0,0.41,381.0,139.0,40.39,6.65,10.81,1.54,1.26,2.51,4.42,238140.69,6.3448275862068915,10.162529023039824,4000.0,3076.190476190476,43.35174355101119,11.125570376034382,242.0
AMD,2024-03-30,5473.0,127.0,911.0,123.0,67895.0,56198.0,0.08,521.0,142.0,39.61,2.32,2.25,2.01,1.65,2.64,4.39,291697.11,-11.267833981841768,2.2417336073230043,-188.88888888888889,-188.48920863309354,22.489403217904492,11.125717673132895,379.0
AMD,2024-06-29,5835.0,259.0,1028.0,265.0,67886.0,56538.0,0.16,593.0,154.0,42.71,4.44,4.54,2.42,1.99,2.82,3.04,262182.27,6.6142883245021045,8.88225415189401,700.0,881.4814814814815,-10.118317593204807,11.12558510672061,439.0
AMD,2024-09-28,6819.0,710.0,1466.0,771.0,69636.0,56985.0,0.47,628.0,132.0,44.98,10.41,11.31,3.26,2.66,2.5,3.02,265997.49,16.863753213367616,17.568965517241388,161.11111111111111,157.85953177257522,1.4551784909025312,11.15103695397861,496.0
AMD,2024-12-28,7658.0,1297.0,2052.0,482.0,69226.0,57568.0,0.29,1299.0,208.0,46.36,16.94,6.29,2.89,2.39,2.62,2.99,203159.25,12.303856870508877,24.156939040207526,-29.268292682926834,-27.736131934032983,-23.62362141086368,11.145131793583074,1091.0
AMD,2025-03-29,7438.0,806.0,1548.0,709.0,71550.0,57881.0,0.44,939.0,212.0,45.98,10.84,9.53,3.9,3.19,2.8,7.19,166834.23,-2.8728127448419905,35.903526402338755,450.0,476.4227642276423,-17.88007191402803,11.178151784984596,727.0
AMD,2025-06-28,7685.0,-134.0,623.0,768.0,74820.0,59665.0,0.47,1462.0,282.0,35.8,-1.74,9.99,4.7,3.83,2.49,5.39,233174.14,3.3207851573003433,31.705227077977717,193.74999999999994,189.81132075471697,39.76396810174987,11.222840507902138,1180.0
AMD,2025-09-27,9246.0,1270.0,2024.0,1172.0,76891.0,60790.0,0.71,1788.0,258.0,48.43,13.74,12.68,5.32,4.27,2.31,5.3,258778.65,20.31229668184775,35.5917289925209,51.06382978723405,52.010376134889746,10.980853194097762,11.25014411353406,1530.0
AMD,2025-12-27,10270.0,1846.0,2597.0,1620.0,76926.0,62999.0,1.01,2304.0,222.0,51.41,17.97,15.77,7.08,5.84,2.85,5.11,350012.65,11.075059485182791,34.10812222512405,248.27586206896552,236.09958506224066,35.25561324320998,11.250599199780755,2082.0
GD,2021-12-31,10292.0,1186.0,1427.0,952.0,50073.0,17641.0,3.39,1682.0,385.0,17.16,11.52,9.25,19.56,6.43,1.43,67.07,58209.58,,,,,,10.821237219646527,1297.0
GD,2022-04-03,9392.0,908.0,1121.0,730.0,50876.0,18014.0,2.61,1968.0,141.0,16.33,9.67,7.77,19.66,6.5,1.48,63.82,67450.87,-8.744656043528954,,,,15.87589190645251,10.837146578571375,1827.0
